category	parent	database	scope	aspect	source	uniprot	genesymbol	entity_type	consensus_score	transmitter	receiver	secreted	plasma_membrane_transmembrane	plasma_membrane_peripheral
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q86TM6	SYVN1	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9UJ90	KCNE5	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NG83	OR2M3	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NFJ6	PROKR2	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9Y519	TMEM184B	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NGN8	OR4A4P	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8N6M3	FITM2	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NGE0	OR10AD1	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q96FL9	GALNT14	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8IZF2	ADGRF5	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9Y3N9	OR2W1	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P26010	ITGB7	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O75121	MFAP3L	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q93063	EXT2	protein	5	False	False	True	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P22223	CDH3	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q5GH76	XKR4	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q6UWV7	SHISAL2A	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O60242	ADGRB3	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q96P88	GNRHR2	protein	4	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P30556	AGTR1	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8TED4	SLC37A2	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q7Z442	PKD1L2	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q13520	AQP6	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NH92	OR1S1	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9ULB1	NRXN1	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q86X29	LSR	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O00270	GPR31	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9C0E8	LNPK	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8N0Y5	OR8I2	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NGJ6	OR51A4	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P40145	ADCY8	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O95992	CH25H	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8TCT6	SPPL3	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P60893	GPR85	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O96005	CLPTM1	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q4V9L6	TMEM119	protein	5	False	False	True	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	A6NM45	CLDN24	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P56378	ATP5MJ	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P53794	SLC5A3	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O75054	IGSF3	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P50443	SLC26A2	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q96FE5	LINGO1	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P17948	FLT1	protein	8	False	False	True	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	A6NFC5	TMEM235	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P18577	RHCE	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8TB68	PRR7	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O14495	PLPP3	protein	4	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9UL19	PLAAT4	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q92819	HAS2	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9HBW1	LRRC4	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P47985	UQCRFS1	protein	3	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q92673	SORL1	protein	7	False	False	True	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q96MC6	MFSD14A	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NA58	PNLDC1	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q969N2	PIGT	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q5J8M3	EMC4	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8TAE7	KCNG3	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q92953	KCNB2	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O43561	LAT	protein	4	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9NUR3	TMEM74B	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q08477	CYP4F3	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P04440	HLA-DPB1	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q08334	IL10RB	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q96T53	MBOAT4	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9ULC8	ZDHHC8	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P49895	DIO1	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q86WD7	SERPINA9	protein	2	False	False	True	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q16558	KCNMB1	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NGL6	OR4A15	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9Y5S1	TRPV2	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q5ZPR3	CD276	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P09564	CD7	protein	8	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8N6P7	IL22RA1	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q6ZVK1	TMEM179	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P13747	HLA-E	protein	6	False	False	True	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P39210	MPV17	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8IZP7	HS6ST3	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q96FL8	SLC47A1	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P07357	C8A	protein	4	False	False	True	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9UBU6	FAM8A1	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q14242	SELPLG	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8IUW5	RELL1	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q96JX3	SERAC1	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q7Z443	PKD1L3	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	A6NDP7	MYADML2	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8WY07	SLC7A3	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q6ZW05	PTCHD4	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P58743	SLC26A5	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q13454	TUSC3	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	A8MXV6	CDRT15L2	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8IZU9	KIRREL3	protein	5	False	False	True	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P09693	CD3G	protein	8	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9UGQ3	SLC2A6	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8TCG5	CPT1C	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q6UX15	LAYN	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NBD8	TMEM229B	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P13945	ADRB3	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NH43	OR4L1	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q96RP8	KCNA7	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P62952	BLCAP	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O95185	UNC5C	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9NQS5	GPR84	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NAU1	FNDC5	protein	7	False	False	True	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P35503	UGT1A3	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P25021	HRH2	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8N808	SLC35G3	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NGX5	OR10K1	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9Y6A1	POMT1	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q6UWU4	C6orf89	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NH87	OR9G1	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P20701	ITGAL	protein	8	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q3KPI0	CEACAM21	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q13323	BIK	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q7Z403	TMC6	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q96SL1	SLC49A4	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9HAB3	SLC52A2	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9Y6G1	TMEM14A	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P30532	CHRNA5	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9NQ84	GPRC5C	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q86W74	ANKRD46	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q96KJ4	MSLNL	protein	4	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q14721	KCNB1	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P13473	LAMP2	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8WUY8	NAT14	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O75949	NALF2	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P03901	MT-ND4L	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q6UXN8	CLEC9A	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q02487	DSC2	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q86XR5	PRIMA1	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q567V2	MPV17L2	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NGI3	OR56B1	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P43489	TNFRSF4	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9ULL4	PLXNB3	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	A0PJW6	TMEM223	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P21728	DRD1	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P63132	HERVK_113	protein	3	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P16871	IL7R	protein	8	False	False	True	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8TCW7	ZPLD1	protein	5	False	False	True	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q6PIU1	KCNV1	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9H496	TOR1AIP2	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P51993	FUT6	protein	6	False	False	True	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8N9I0	SYT2	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9UL51	HCN2	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O15079	SNPH	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q96PR1	KCNC2	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NC54	KCT2	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	A6NMS3	OR5K4	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8WY22	BRI3BP	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O75425	MOSPD3	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P25929	NPY1R	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8IZP9	ADGRG2	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q6ZNA5	FRRS1	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q09327	MGAT3	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q04941	PLP2	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P51572	BCAP31	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	A0A0K2S4Q6	CD300H	protein	4	False	False	True	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q6TCH4	PAQR6	protein	4	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q15070	OXA1L	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P49961	ENTPD1	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O94856	NFASC	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q5QGT7	RTP2	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O15218	GPR182	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9HDC9	APMAP	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NFT8	DNER	protein	8	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q14802	FXYD3	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P16070	CD44	protein	8	False	False	True	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9Y4A9	OR10H1	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8WVP7	LMBR1	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O95214	LEPROTL1	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9UBL9	P2RX2	protein	7	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NGN0	OR4D5	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9H061	TMEM126A	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q06495	SLC34A1	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NH80	OR10D3	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9Y5G7	PCDHGA6	protein	3	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P60509	ERVPABLB-1	protein	4	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O95562	SFT2D2	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P09603	CSF1	protein	7	False	False	True	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9H3R1	NDST4	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O60636	TSPAN2	protein	4	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9H2U9	ADAM7	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q5JQS5	OR2B11	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P01906	HLA-DQA2	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q5T9L3	WLS	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q6ZN68	DPY19L2P2	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9NPZ5	B3GAT2	protein	7	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O60895	RAMP2	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P22897	MRC1	protein	8	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q2VWP7	PRTG	protein	4	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q12797	ASPH	protein	7	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O00237	RNF103	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q07812	BAX	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P47898	HTR5A	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NGG5	OR8K1	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P23510	TNFSF4	protein	7	False	False	True	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q695T7	SLC6A19	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q96K37	SLC35E1	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q58DX5	NAALADL2	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9HBL6	LRTM1	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q96JJ7	TMX3	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9GZK3	OR2B2	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q7Z3F1	GPR155	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8N0Z9	VSIG10	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NHK3	KIR2DL5B	protein	4	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9BRB3	PIGQ	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P56880	CLDN20	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q5SZK8	FREM2	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	A8MVW5	HEPACAM2	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O75438	NDUFB1	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9BSJ5	MTNAP1	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P14406	COX7A2	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q13336	SLC14A1	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NGN1	OR6T1	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q5T7R7	C1orf185	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q5T197	DCST1	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O75911	DHRS3	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8N539	FIBCD1	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NH76	OR56B4	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q6UXG3	CD300LG	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P09912	IFI6	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q6PP77	XKRX	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q6DN12	MCTP2	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P08069	IGF1R	protein	8	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8IZ08	GPR135	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9HBA0	TRPV4	protein	7	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q86T20	SMIM29	protein	3	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q6UE05	TMEM270	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q16891	IMMT	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8WUG5	SLC22A17	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q7Z7M9	GALNT5	protein	3	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q96KA5	CLPTM1L	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q6PEY0	GJB7	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q15620	OR8B8	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q86WI0	LHFPL1	protein	4	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q96HE8	TMEM80	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9Y5U9	IER3IP1	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q96CP6	GRAMD1A	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O14788	TNFSF11	protein	7	False	False	True	False	False
