category	parent	database	scope	aspect	source	uniprot	genesymbol	entity_type	consensus_score	transmitter	receiver	secreted	plasma_membrane_transmembrane	plasma_membrane_peripheral
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P0DMS9	TMIGD3	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P18507	GABRG2	protein	7	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q6NUK4	REEP3	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P63133	ERVK-8	protein	3	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P51511	MMP15	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	A0A2R8YCJ5	SMIM41	protein	3	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O75110	ATP9A	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q6P4Q7	CNNM4	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9UMX3	BOK	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9H2X3	CLEC4M	protein	7	False	False	True	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9NYV8	TAS2R14	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	A0A096LPK9	OR4N4C	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	A6NM10	AQP12B	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8TDB4	MGARP	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NGC7	OR11H6	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9UN73	PCDHA6	protein	5	False	False	True	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q96LA6	FCRL1	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9H8P0	SRD5A3	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q14CZ8	HEPACAM	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O75473	LGR5	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P28472	GABRB3	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9Y624	F11R	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8IU89	CERS3	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q14108	SCARB2	protein	8	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q53R12	TM4SF20	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9NWF4	SLC52A1	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O95490	ADGRL2	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P47901	AVPR1B	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P55061	TMBIM6	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q7Z5S9	TMEM144	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P47211	GALR1	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NH89	OR5AK3P	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9BXN2	CLEC7A	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P59537	TAS2R43	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P48544	KCNJ5	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q09470	KCNA1	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q5VZ72	IZUMO3	protein	4	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	A0FGR9	ESYT3	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P24530	EDNRB	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q92781	RDH5	protein	3	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9NXE4	SMPD4	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9H5Y7	SLITRK6	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9H2X9	SLC12A5	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q5DX21	IGSF11	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O75074	LRP3	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P18084	ITGB5	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9HCF6	TRPM3	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P14778	IL1R1	protein	7	False	False	True	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q86XK7	VSIG1	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q99062	CSF3R	protein	8	False	False	True	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9NPR2	SEMA4B	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8IYS0	GRAMD1C	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P42701	IL12RB1	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9UNU6	CYP8B1	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q5XG99	LYSMD4	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9NRZ5	AGPAT4	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q6UX34	SNORC	protein	5	False	False	True	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P14222	PRF1	protein	3	False	False	True	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q07075	ENPEP	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q6NUQ4	TMEM214	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q7Z2W7	TRPM8	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q5T700	LDLRAD1	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O43614	HCRTR2	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9NY37	ASIC5	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P36021	SLC16A2	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8N126	CADM3	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q6ZMC9	SIGLEC15	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q6DN14	MCTP1	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8IXK2	GALNT12	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q6P5S7	RNASEK	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9BXM7	PINK1	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NBI6	XXYLT1	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NGY0	OR10X1	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NH08	OR10AC1	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q02978	SLC25A11	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	A6NM62	LRRC53	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P49685	GPR15	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q68CQ7	GLT8D1	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q07011	TNFRSF9	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P49641	MAN2A2	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P01732	CD8A	protein	6	False	False	True	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9BWH2	FUNDC2	protein	3	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O00144	FZD9	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	E9PQ53	NDUFC2-KCTD14	protein	3	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9UDX5	MTFP1	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NC01	CLEC1A	protein	7	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q86Y82	STX12	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NER1	TRPV1	protein	7	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8IX19	MCEMP1	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P56748	CLDN8	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q5J8X5	MS4A13	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8WZA6	OR1E3	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P0C7U0	ELFN1	protein	4	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P56134	ATP5MF	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8IZV2	CMTM8	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q13585	GPR50	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9P1Z3	HCN3	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9NYW4	TAS2R5	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NGT7	OR2A12	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NH90	OR5AK2	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q6P1J6	PLB1	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q5VXT5	SYPL2	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	A6BM72	MEGF11	protein	5	False	False	True	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q12772	SREBF2	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9Y5G4	PCDHGA9	protein	3	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O95500	CLDN14	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q13258	PTGDR	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NGG4	OR8H1	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9BSK0	MARVELD1	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q96PD2	DCBLD2	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8N743	KIR3DL3	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O75056	SDC3	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q15836	VAMP3	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	A6NNC1		protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8TBE1	CNIH3	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P26718	KLRK1	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q13724	MOGS	protein	7	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	A6NEH6	TMEM247	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P56373	P2RX3	protein	7	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q96TA0	PCDHB18P	protein	4	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P50391	NPY4R	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8IXI2	RHOT1	protein	7	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q92643	PIGK	protein	7	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O60309	LRRC37A3	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q02763	TEK	protein	7	False	False	True	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P30203	CD6	protein	7	False	False	True	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9NRR2	TPSG1	protein	4	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9BZD6	PRRG4	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P37023	ACVRL1	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8TB96	ITFG1	protein	6	False	False	True	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P98198	ATP8B2	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9HBJ8	CLTRN	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P52799	EFNB2	protein	8	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9UPX6	MINAR1	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8N9F7	GDPD1	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q92932	PTPRN2	protein	8	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NH01	OR2T11	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O75915	ARL6IP5	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q4KMG0	CDON	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q6P4H8	ATPSCKMT	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P04921	GYPC	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P51679	CCR4	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q14500	KCNJ12	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q96LR9	APOLD1	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q495T6	MMEL1	protein	6	False	False	True	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P20036	HLA-DPA1	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q92611	EDEM1	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q6PEY1	TMEM88	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9Y5I3	PCDHA1	protein	4	False	False	True	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P31645	SLC6A4	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NGJ8	OR51S1	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P15907	ST6GAL1	protein	5	False	False	True	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P24394	IL4R	protein	8	False	False	True	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q96IV6	FAXDC2	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q6QAJ8	TMEM220	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P05023	ATP1A1	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P52429	DGKE	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O60500	NPHS1	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P98187	CYP4F8	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q7Z695	ADCK2	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9H9S5	FKRP	protein	5	False	False	True	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8N326	RPP38-DT	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8TDU5	VN1R17P	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q96L42	KCNH8	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NGD0	OR4M1	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	A6NMS7	LRRC37A	protein	4	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q86V24	ADIPOR2	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9NQS3	NECTIN3	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P54753	EPHB3	protein	8	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P60033	CD81	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q6P1Q0	LETMD1	protein	7	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q3SY17	SLC25A52	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8TDN7	ACER1	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O95477	ABCA1	protein	7	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9Y282	ERGIC3	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O14521	SDHD	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q6UY18	LINGO4	protein	6	False	False	True	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9ULQ1	TPCN1	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q53RY4	KRTCAP3	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	A6NLE4	SMIM23	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q7Z4T8	GALNTL5	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O60939	SCN2B	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9H3U5	MFSD1	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q96BM0	IFI27L1	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q86Z14	KLB	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NGZ0	OR2AJ1	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q96QK8	SMIM14	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9BUF7	CRB3	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9H313	TTYH1	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P51512	MMP16	protein	7	False	False	True	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9HCX4	TRPC7	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9NYQ6	CELSR1	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NH21	OR4F5	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NGU4	OR2I1	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O43506	ADAM20	protein	4	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P00395	MT-CO1	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9BRK3	MXRA8	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8N3S3	PHTF2	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9UBQ6	EXTL2	protein	4	False	False	True	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O43760	SYNGR2	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9GZZ6	CHRNA10	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q96F05	C11orf24	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9UBX8	B4GALT6	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P78552	IL13RA1	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O60404	OR10H3	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q2LD37	BLTP1	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q02161	RHD	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q6ZVX9	PAQR9	protein	4	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q07954	LRP1	protein	6	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8N608	DPP10	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8N2H4	SYS1	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9NQ11	ATP13A2	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9NUM4	TMEM106B	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P10176	COX8A	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P06133	UGT2B4	protein	7	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O14786	NRP1	protein	7	False	False	True	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P30953	OR1E1	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q6ZMI3	GLDN	protein	3	False	False	True	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8TDN1	KCNG4	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8NGG3	OR5T3	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P32189	GK	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9BZW4	TM6SF2	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P36383	GJC1	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q86WK7	AMIGO3	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9UM21	MGAT4A	protein	4	False	False	True	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9H2S6	TNMD	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q6ZN44	UNC5A	protein	8	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q96S06	LMF1	protein	5	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q7Z3Q1	SLC46A3	protein	4	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	O95150	TNFSF15	protein	6	False	False	True	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8IV08	PLD3	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q9Y2U8	LEMD3	protein	6	False	False	False	False	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q19T08	ECSCR	protein	4	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q5SY80	CATSPERE	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	P0DMS8	ADORA3	protein	7	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q8TDW7	FAT3	protein	5	False	False	False	True	False
transmembrane	transmembrane	UniProt_location	generic	locational	resource_specific	Q6UXV0	GFRAL	protein	7	False	False	False	True	False
