source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	sources	references	omnipath	kinaseextra	ligrecextra	pathwayextra	mirnatarget	dorothea	collectri	tf_target	lncrna_mrna	tf_mirna	small_molecule	dorothea_curated	dorothea_chipseq	dorothea_tfbs	dorothea_coexp	dorothea_level	type	curation_effort	extra_attrs	evidences	ncbi_tax_id_source	entity_type_source	ncbi_tax_id_target	entity_type_target
P0DP25	P48995	CALM3	TRPC1	1	0	1	1	0	1	TRIP	TRIP:11290752;TRIP:11983166;TRIP:12601176	True	False	False	False	False	False	False	False	False	False	False						post_translational	3	"{""TRIP_method"":[""Fluorescence probe labeling"",""Fusion protein-pull down assay"",""Patch clamp"",""Calcium measurement""]}"	"{""id_a"":""P0DP25"",""id_b"":""P48995"",""positive"":[],""negative"":[{""resource"":""TRIP"",""references"":[""12601176"",""11290752"",""11983166""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Fluorescence probe labeling"",""Fusion protein-pull down assay"",""Patch clamp"",""Calcium measurement""]}}],""directed"":[],""undirected"":[]}"	9606	protein	9606	protein
P0DP23	P48995	CALM1	TRPC1	1	0	1	1	0	1	TRIP	TRIP:11290752;TRIP:11983166;TRIP:12601176	True	False	False	False	False	False	False	False	False	False	False						post_translational	3	"{""TRIP_method"":[""Fluorescence probe labeling"",""Fusion protein-pull down assay"",""Patch clamp"",""Calcium measurement""]}"	"{""id_a"":""P0DP23"",""id_b"":""P48995"",""positive"":[],""negative"":[{""resource"":""TRIP"",""references"":[""12601176"",""11290752"",""11983166""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Fluorescence probe labeling"",""Fusion protein-pull down assay"",""Patch clamp"",""Calcium measurement""]}}],""directed"":[],""undirected"":[]}"	9606	protein	9606	protein
P0DP24	P48995	CALM2	TRPC1	1	0	1	1	0	1	TRIP	TRIP:11290752;TRIP:11983166;TRIP:12601176	True	False	False	False	False	False	False	False	False	False	False						post_translational	3	"{""TRIP_method"":[""Fluorescence probe labeling"",""Fusion protein-pull down assay"",""Patch clamp"",""Calcium measurement""]}"	"{""id_a"":""P0DP24"",""id_b"":""P48995"",""positive"":[],""negative"":[{""resource"":""TRIP"",""references"":[""12601176"",""11290752"",""11983166""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Fluorescence probe labeling"",""Fusion protein-pull down assay"",""Patch clamp"",""Calcium measurement""]}}],""directed"":[],""undirected"":[]}"	9606	protein	9606	protein
Q03135	P48995	CAV1	TRPC1	1	1	0	1	1	0	DIP;HINT;HPRD;IntAct;Lit-BM-17;TRIP	DIP:19897728;HINT:12732636;HINT:19897728;HPRD:12732636;IntAct:19897728;Lit-BM-17:10980191;Lit-BM-17:19052258;Lit-BM-17:19897728;TRIP:12732636;TRIP:14551243;TRIP:16822931;TRIP:18430726;TRIP:19052258;TRIP:19351713;TRIP:19897728	True	False	False	False	False	False	False	False	False	False	False						post_translational	15	"{""TRIP_method"":[""Co-immunofluorescence staining"",""Fluorescence resonance energy transfer"",""Co-immunoprecipitation"",""Fusion protein-pull down assay"",""Cell surface biotinylation"",""Yeast two-hybrid""]}"	"{""id_a"":""Q03135"",""id_b"":""P48995"",""positive"":[{""resource"":""TRIP"",""references"":[""19351713"",""18430726"",""16822931"",""19052258"",""14551243"",""12732636"",""19897728""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunofluorescence staining"",""Fluorescence resonance energy transfer"",""Co-immunoprecipitation"",""Fusion protein-pull down assay"",""Cell surface biotinylation"",""Yeast two-hybrid""]}}],""negative"":[],""directed"":[],""undirected"":[{""resource"":""DIP"",""references"":[""19897728""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""fluorescent resonance energy transfer"",""anti bait coimmunoprecipitation"",""two hybrid""],""type"":[""direct interaction"",""physical association""],""id"":""DIP-104198E""}},{""resource"":""IntAct"",""references"":[""19897728""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""two hybrid"",""anti bait coimmunoprecipitation"",""fluorescent resonance energy transfer""]}},{""resource"":""Lit-BM-17"",""references"":[""10980191"",""19897728"",""19052258""],""dataset"":""omnipath"",""via"":null,""attrs"":{""mentha_score"":0.765}},{""resource"":""HINT"",""references"":[""12732636"",""19897728""],""dataset"":""omnipath"",""via"":null,""attrs"":{""hint_quality"":[""LC"",""HT""]}},{""resource"":""HPRD"",""references"":[""12732636""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vitro"",""in vivo"",""yeast 2-hybrid""]}}]}"	9606	protein	9606	protein
P14416	P48995	DRD2	TRPC1	1	1	0	1	1	0	TRIP	TRIP:18261457	True	False	False	False	False	False	False	False	False	False	False						post_translational	1	"{""TRIP_method"":[""Co-immunofluorescence staining"",""Co-immunoprecipitation"",""Fusion protein-pull down assay"",""Cell surface biotinylation"",""Yeast two-hybrid""]}"	"{""id_a"":""P14416"",""id_b"":""P48995"",""positive"":[{""resource"":""TRIP"",""references"":[""18261457""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunofluorescence staining"",""Co-immunoprecipitation"",""Fusion protein-pull down assay"",""Cell surface biotinylation"",""Yeast two-hybrid""]}}],""negative"":[],""directed"":[],""undirected"":[]}"	9606	protein	9606	protein
P48995	Q86YM7	TRPC1	HOMER1	0	0	0	0	0	0	HPRD;TRIP	HPRD:14505576;TRIP:14505576;TRIP:16905188;TRIP:22506990	True	False	False	False	False	False	False	False	False	False	False						post_translational	4	"{""TRIP_method"":[""Co-immunoprecipitation""],""HPRD_method"":[""in vitro"",""in vivo""]}"	"{""id_a"":""Q86YM7"",""id_b"":""P48995"",""positive"":[],""negative"":[],""directed"":[],""undirected"":[{""resource"":""TRIP"",""references"":[""14505576"",""16905188"",""22506990""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunoprecipitation""]}},{""resource"":""HPRD"",""references"":[""14505576""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vitro"",""in vivo""]}}]}"	9606	protein	9606	protein
Q99750	P48995	MDFI	TRPC1	1	0	1	1	0	1	HPRD;TRIP	HPRD:14530267;TRIP:14530267;TRIP:23770672	True	False	False	False	False	False	False	False	False	False	False						post_translational	3	"{""TRIP_method"":[""Co-immunoprecipitation"",""Yeast two-hybrid"",""Fusion protein-pull down assay"",""Patch clamp""]}"	"{""id_a"":""Q99750"",""id_b"":""P48995"",""positive"":[],""negative"":[{""resource"":""TRIP"",""references"":[""23770672"",""14530267""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunoprecipitation"",""Yeast two-hybrid"",""Fusion protein-pull down assay"",""Patch clamp""]}}],""directed"":[],""undirected"":[{""resource"":""HPRD"",""references"":[""14530267""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vitro"",""in vivo"",""yeast 2-hybrid""]}}]}"	9606	protein	9606	protein
Q14571	P48995	ITPR2	TRPC1	1	1	0	1	1	0	HPRD;TRIP	HPRD:10970773;HPRD:11336651;TRIP:10970773;TRIP:11336651;TRIP:12196544;TRIP:15121806;TRIP:16870612;TRIP:16905188;TRIP:17681754;TRIP:18068335;TRIP:18191041;TRIP:18249094;TRIP:23228564	True	False	False	False	False	False	False	False	False	False	False						post_translational	13	"{""TRIP_method"":[""Co-immunoprecipitation"",""Patch clamp"",""Calcium measurement""]}"	"{""id_a"":""Q14571"",""id_b"":""P48995"",""positive"":[{""resource"":""TRIP"",""references"":[""15121806"",""10970773"",""17681754"",""18068335"",""18191041"",""11336651"",""16905188"",""12196544"",""23228564"",""16870612"",""18249094""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunoprecipitation"",""Patch clamp"",""Calcium measurement""]}}],""negative"":[],""directed"":[],""undirected"":[{""resource"":""HPRD"",""references"":[""10970773"",""11336651""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vitro"",""in vivo""]}}]}"	9606	protein	9606	protein
P48995	Q14573	TRPC1	ITPR3	0	0	0	0	0	0	HPRD;TRIP	HPRD:10980191;HPRD:11290752;TRIP:11290752;TRIP:14505576;TRIP:15654973;TRIP:19052258	True	False	False	False	False	False	False	False	False	False	False						post_translational	6	"{""TRIP_method"":[""Co-immunofluorescence staining"",""Fusion protein-pull down assay"",""Co-immunoprecipitation""],""HPRD_method"":[""in vitro"",""in vivo""]}"	"{""id_a"":""Q14573"",""id_b"":""P48995"",""positive"":[],""negative"":[],""directed"":[],""undirected"":[{""resource"":""TRIP"",""references"":[""15654973"",""14505576"",""11290752"",""19052258""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunofluorescence staining"",""Fusion protein-pull down assay"",""Co-immunoprecipitation""]}},{""resource"":""HPRD"",""references"":[""11290752"",""10980191""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vitro"",""in vivo""]}}]}"	9606	protein	9606	protein
P29966	P48995	MARCKS	TRPC1	1	0	1	1	0	1	TRIP	TRIP:24022404	True	False	False	False	False	False	False	False	False	False	False						post_translational	1	"{""TRIP_method"":[""Co-immunoprecipitation"",""Patch clamp""]}"	"{""id_a"":""P29966"",""id_b"":""P48995"",""positive"":[],""negative"":[{""resource"":""TRIP"",""references"":[""24022404""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunoprecipitation"",""Patch clamp""]}}],""directed"":[],""undirected"":[]}"	9606	protein	9606	protein
P48995	Q13255	TRPC1	GRM1	1	0	1	0	0	0	Wang		False	False	False	True	False	False	False	False	False	False	False						post_translational	0	{}	"{""id_a"":""P48995"",""id_b"":""Q13255"",""positive"":[],""negative"":[{""resource"":""Wang"",""references"":[],""dataset"":""pathwayextra"",""via"":null,""attrs"":{}}],""directed"":[],""undirected"":[]}"	9606	protein	9606	protein
Q13255	P48995	GRM1	TRPC1	1	1	0	1	1	0	KEGG;TRIP	TRIP:14614461	True	False	False	True	False	False	False	False	False	False	False						post_translational	1	"{""TRIP_method"":[""Co-immunoprecipitation"",""Patch clamp""]}"	"{""id_a"":""Q13255"",""id_b"":""P48995"",""positive"":[{""resource"":""TRIP"",""references"":[""14614461""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunoprecipitation"",""Patch clamp""]}},{""resource"":""KEGG"",""references"":[],""dataset"":""pathwayextra"",""via"":null,""attrs"":{}}],""negative"":[],""directed"":[],""undirected"":[]}"	9606	protein	9606	protein
P20591	P48995	MX1	TRPC1	0	0	0	0	0	0	HPRD;SPIKE_LC;TRIP	HPRD:15757897;SPIKE_LC:15757897;SPIKE_LC:17145710;TRIP:15757897	True	False	False	True	False	False	False	False	False	False	False						post_translational	4	"{""TRIP_method"":[""Co-immunoprecipitation""],""HPRD_method"":[""in vitro"",""in vivo""],""SPIKE_LC_effect"":"""",""SPIKE_LC_mechanism"":""""}"	"{""id_a"":""P48995"",""id_b"":""P20591"",""positive"":[],""negative"":[],""directed"":[],""undirected"":[{""resource"":""TRIP"",""references"":[""15757897""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunoprecipitation""]}},{""resource"":""HPRD"",""references"":[""15757897""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vitro"",""in vivo""]}},{""resource"":""SPIKE_LC"",""references"":[""17145710"",""15757897""],""dataset"":""pathwayextra"",""via"":null,""attrs"":{""effect"":"""",""mechanism"":""""}}]}"	9606	protein	9606	protein
P48995	P61586	TRPC1	RHOA	0	0	0	0	0	0	HPRD;TRIP	HPRD:12766172;TRIP:12766172	True	False	False	False	False	False	False	False	False	False	False						post_translational	2	"{""TRIP_method"":[""Co-immunoprecipitation""],""HPRD_method"":[""in vitro"",""in vivo""]}"	"{""id_a"":""P61586"",""id_b"":""P48995"",""positive"":[],""negative"":[],""directed"":[],""undirected"":[{""resource"":""TRIP"",""references"":[""12766172""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunoprecipitation""]}},{""resource"":""HPRD"",""references"":[""12766172""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vitro"",""in vivo""]}}]}"	9606	protein	9606	protein
P21817	P48995	RYR1	TRPC1	0	0	0	0	0	0	TRIP;Wang	TRIP:18215135	True	False	False	True	False	False	False	False	False	False	False						post_translational	1	"{""TRIP_method"":[""Co-immunoprecipitation""]}"	"{""id_a"":""P48995"",""id_b"":""P21817"",""positive"":[],""negative"":[],""directed"":[],""undirected"":[{""resource"":""TRIP"",""references"":[""18215135""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunoprecipitation""]}},{""resource"":""Wang"",""references"":[],""dataset"":""pathwayextra"",""via"":null,""attrs"":{}}]}"	9606	protein	9606	protein
Q13586	P48995	STIM1	TRPC1	1	1	0	1	1	0	HINT;IntAct;TRIP	HINT:19897728;HINT:21408196;IntAct:19897728;IntAct:21408196;TRIP:16870612;TRIP:16906149;TRIP:17224452;TRIP:17892531;TRIP:18249094;TRIP:18326500;TRIP:18430726;TRIP:18644792;TRIP:18802022;TRIP:19332490;TRIP:19897728;TRIP:20194530;TRIP:20488539;TRIP:22446186;TRIP:22592407;TRIP:23034388;TRIP:23395841;TRIP:23686296;TRIP:24464579;TRIP:25013939	True	False	False	False	False	False	False	False	False	False	False						post_translational	24	"{""TRIP_method"":[""Co-immunofluorescence staining"",""Fusion protein-pull down assay"",""Patch clamp"",""Co-immunoprecipitation""]}"	"{""id_a"":""Q13586"",""id_b"":""P48995"",""positive"":[{""resource"":""TRIP"",""references"":[""18430726"",""24464579"",""22446186"",""22592407"",""25013939"",""18644792"",""16906149"",""18249094"",""17224452"",""23034388"",""18326500"",""20194530"",""20488539"",""19332490"",""23686296"",""16870612"",""18802022"",""23395841"",""17892531"",""19897728""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunofluorescence staining"",""Fusion protein-pull down assay"",""Patch clamp"",""Co-immunoprecipitation""]}}],""negative"":[],""directed"":[],""undirected"":[{""resource"":""IntAct"",""references"":[""21408196"",""19897728""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""anti bait coimmunoprecipitation""]}},{""resource"":""HINT"",""references"":[""21408196"",""19897728""],""dataset"":""omnipath"",""via"":null,""attrs"":{""hint_quality"":[""LC"",""HT""]}}]}"	9606	protein	9606	protein
P48995	Q13507	TRPC1	TRPC3	1	1	0	1	1	0	BioGRID;HPRD;TRIP	BioGRID:10199829;BioGRID:9215637;HPRD:12032305;HPRD:9215637;TRIP:10882720;TRIP:12857742;TRIP:15834157;TRIP:15972814;TRIP:17486119;TRIP:18215135;TRIP:19260825;TRIP:19502552;TRIP:21996795;TRIP:24613381;TRIP:9215637	True	False	False	False	False	False	False	False	False	False	False						post_translational	15	"{""TRIP_method"":[""Co-immunoprecipitation"",""Yeast two-hybrid"",""Fusion protein-pull down assay"",""Patch clamp""]}"	"{""id_a"":""P48995"",""id_b"":""Q13507"",""positive"":[{""resource"":""TRIP"",""references"":[""15834157"",""19260825"",""9215637"",""17486119"",""24613381"",""18215135"",""15972814"",""12857742"",""10882720"",""19502552"",""21996795""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunoprecipitation"",""Yeast two-hybrid"",""Fusion protein-pull down assay"",""Patch clamp""]}}],""negative"":[],""directed"":[],""undirected"":[{""resource"":""BioGRID"",""references"":[""10199829"",""9215637""],""dataset"":""omnipath"",""via"":null,""attrs"":{}},{""resource"":""HPRD"",""references"":[""12032305"",""9215637""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vivo""]}}]}"	9606	protein	9606	protein
Q13507	P48995	TRPC3	TRPC1	1	1	0	1	1	0	BioGRID;HPRD;TRIP	BioGRID:10199829;BioGRID:9215637;HPRD:12032305;HPRD:9215637;TRIP:10882720;TRIP:12857742;TRIP:15834157;TRIP:15972814;TRIP:17486119;TRIP:18215135;TRIP:19260825;TRIP:19502552;TRIP:21996795;TRIP:24613381;TRIP:9215637	True	False	False	False	False	False	False	False	False	False	False						post_translational	15	"{""TRIP_method"":[""Co-immunoprecipitation"",""Yeast two-hybrid"",""Fusion protein-pull down assay"",""Patch clamp""]}"	"{""id_a"":""Q13507"",""id_b"":""P48995"",""positive"":[{""resource"":""TRIP"",""references"":[""15834157"",""19260825"",""9215637"",""17486119"",""24613381"",""18215135"",""15972814"",""12857742"",""10882720"",""19502552"",""21996795""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunoprecipitation"",""Yeast two-hybrid"",""Fusion protein-pull down assay"",""Patch clamp""]}}],""negative"":[],""directed"":[],""undirected"":[{""resource"":""BioGRID"",""references"":[""10199829"",""9215637""],""dataset"":""omnipath"",""via"":null,""attrs"":{}},{""resource"":""HPRD"",""references"":[""12032305"",""9215637""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vivo""]}}]}"	9606	protein	9606	protein
P48995	Q9UBN4	TRPC1	TRPC4	1	1	0	1	1	0	HPRD;Lit-BM-17;TRIP	HPRD:12032305;Lit-BM-17:12032305;Lit-BM-17:12857742;TRIP:11301024;TRIP:12377790;TRIP:12857742;TRIP:16270640;TRIP:16418302;TRIP:16818374;TRIP:17416589;TRIP:17892531;TRIP:19307462;TRIP:19812031;TRIP:22144671;TRIP:22534489	True	False	False	False	False	False	False	False	False	False	False						post_translational	15	"{""TRIP_method"":[""Co-immunofluorescence staining"",""Patch clamp"",""Fluorescence resonance energy transfer"",""Co-immunoprecipitation""]}"	"{""id_a"":""P48995"",""id_b"":""Q9UBN4"",""positive"":[{""resource"":""TRIP"",""references"":[""19307462"",""19812031"",""16818374"",""16270640"",""16418302"",""11301024"",""17416589"",""17892531"",""12857742"",""12377790"",""22534489"",""22144671""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunofluorescence staining"",""Patch clamp"",""Fluorescence resonance energy transfer"",""Co-immunoprecipitation""]}}],""negative"":[],""directed"":[],""undirected"":[{""resource"":""Lit-BM-17"",""references"":[""12032305"",""12857742""],""dataset"":""omnipath"",""via"":null,""attrs"":{""mentha_score"":0.569}},{""resource"":""HPRD"",""references"":[""12032305""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vivo""]}}]}"	9606	protein	9606	protein
Q9UBN4	P48995	TRPC4	TRPC1	1	1	0	1	1	0	HPRD;Lit-BM-17;TRIP	HPRD:12032305;Lit-BM-17:12032305;Lit-BM-17:12857742;TRIP:11301024;TRIP:12377790;TRIP:12857742;TRIP:16270640;TRIP:16418302;TRIP:16818374;TRIP:17416589;TRIP:17892531;TRIP:19307462;TRIP:19812031;TRIP:22144671;TRIP:22534489	True	False	False	False	False	False	False	False	False	False	False						post_translational	15	"{""TRIP_method"":[""Co-immunofluorescence staining"",""Patch clamp"",""Fluorescence resonance energy transfer"",""Co-immunoprecipitation""]}"	"{""id_a"":""Q9UBN4"",""id_b"":""P48995"",""positive"":[{""resource"":""TRIP"",""references"":[""19307462"",""19812031"",""16818374"",""16270640"",""16418302"",""11301024"",""17416589"",""17892531"",""12857742"",""12377790"",""22534489"",""22144671""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunofluorescence staining"",""Patch clamp"",""Fluorescence resonance energy transfer"",""Co-immunoprecipitation""]}}],""negative"":[],""directed"":[],""undirected"":[{""resource"":""Lit-BM-17"",""references"":[""12032305"",""12857742""],""dataset"":""omnipath"",""via"":null,""attrs"":{""mentha_score"":0.569}},{""resource"":""HPRD"",""references"":[""12032305""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vivo""]}}]}"	9606	protein	9606	protein
P48995	Q9UL62	TRPC1	TRPC5	1	1	0	1	1	0	HPRD;Lit-BM-17;TRIP	HPRD:11301024;HPRD:12032305;HPRD:12857742;Lit-BM-17:12032305;Lit-BM-17:12857742;TRIP:11301024;TRIP:12377790;TRIP:12857742;TRIP:16270640;TRIP:18356201;TRIP:21968068	True	False	False	False	False	False	False	False	False	False	False						post_translational	11	"{""TRIP_method"":[""Co-immunoprecipitation"",""Patch clamp""]}"	"{""id_a"":""P48995"",""id_b"":""Q9UL62"",""positive"":[{""resource"":""TRIP"",""references"":[""16270640"",""21968068"",""18356201"",""11301024"",""12857742"",""12377790""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunoprecipitation"",""Patch clamp""]}}],""negative"":[],""directed"":[],""undirected"":[{""resource"":""Lit-BM-17"",""references"":[""12032305"",""12857742""],""dataset"":""omnipath"",""via"":null,""attrs"":{""mentha_score"":0.454}},{""resource"":""HPRD"",""references"":[""12032305"",""12857742"",""11301024""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vivo""]}}]}"	9606	protein	9606	protein
Q9UL62	P48995	TRPC5	TRPC1	1	1	0	1	1	0	HPRD;Lit-BM-17;TRIP	HPRD:11301024;HPRD:12032305;HPRD:12857742;Lit-BM-17:12032305;Lit-BM-17:12857742;TRIP:11301024;TRIP:12377790;TRIP:12857742;TRIP:16270640;TRIP:18356201;TRIP:21968068	True	False	False	False	False	False	False	False	False	False	False						post_translational	11	"{""TRIP_method"":[""Co-immunoprecipitation"",""Patch clamp""]}"	"{""id_a"":""Q9UL62"",""id_b"":""P48995"",""positive"":[{""resource"":""TRIP"",""references"":[""16270640"",""21968068"",""18356201"",""11301024"",""12857742"",""12377790""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunoprecipitation"",""Patch clamp""]}}],""negative"":[],""directed"":[],""undirected"":[{""resource"":""Lit-BM-17"",""references"":[""12032305"",""12857742""],""dataset"":""omnipath"",""via"":null,""attrs"":{""mentha_score"":0.454}},{""resource"":""HPRD"",""references"":[""12032305"",""12857742"",""11301024""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vivo""]}}]}"	9606	protein	9606	protein
P48995	Q9Y210	TRPC1	TRPC6	1	0	1	1	0	1	TRIP	TRIP:12857742;TRIP:16418302;TRIP:18191041;TRIP:20660561	True	False	False	False	False	False	False	False	False	False	False						post_translational	7	"{""TRIP_method"":[""Co-immunofluorescence staining"",""Patch clamp"",""Co-immunoprecipitation""]}"	"{""id_a"":""P48995"",""id_b"":""Q9Y210"",""positive"":[],""negative"":[{""resource"":""TRIP"",""references"":[""16418302"",""12857742"",""20660561"",""18191041""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunofluorescence staining"",""Patch clamp"",""Co-immunoprecipitation""]}}],""directed"":[],""undirected"":[{""resource"":""TRIP"",""references"":[""16418302"",""12857742"",""18191041""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunofluorescence staining"",""Co-immunoprecipitation""]}}]}"	9606	protein	9606	protein
P48995	Q13563	TRPC1	PKD2	1	1	0	1	1	0	HINT;HPRD;IntAct;Lit-BM-17;TRIP	HINT:10097141;HINT:25114176;HPRD:10097141;IntAct:10097141;IntAct:25114176;Lit-BM-17:10097141;TRIP:10097141;TRIP:14530267;TRIP:18323855;TRIP:19193631;TRIP:19850920;TRIP:20682256;TRIP:25114176	True	False	False	False	False	False	False	False	False	False	False						post_translational	13	"{""TRIP_method"":[""Co-immunofluorescence staining"",""Fluorescence resonance energy transfer"",""Atomic force microscopy(AFM) analysis"",""Co-immunoprecipitation"",""Fusion protein-pull down assay"",""Yeast two-hybrid"",""Patch clamp""]}"	"{""id_a"":""P48995"",""id_b"":""Q13563"",""positive"":[{""resource"":""TRIP"",""references"":[""20682256"",""25114176"",""10097141"",""19850920"",""18323855"",""19193631"",""14530267""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunofluorescence staining"",""Fluorescence resonance energy transfer"",""Atomic force microscopy(AFM) analysis"",""Co-immunoprecipitation"",""Fusion protein-pull down assay"",""Yeast two-hybrid"",""Patch clamp""]}}],""negative"":[],""directed"":[],""undirected"":[{""resource"":""IntAct"",""references"":[""25114176"",""10097141""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""two hybrid"",""pull down"",""anti bait coimmunoprecipitation"",""anti tag coimmunoprecipitation"",""confocal microscopy""]}},{""resource"":""Lit-BM-17"",""references"":[""10097141""],""dataset"":""omnipath"",""via"":null,""attrs"":{""mentha_score"":0.623}},{""resource"":""HINT"",""references"":[""25114176"",""10097141""],""dataset"":""omnipath"",""via"":null,""attrs"":{""hint_quality"":[""LC"",""HT""]}},{""resource"":""HPRD"",""references"":[""10097141""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vitro"",""in vivo"",""yeast 2-hybrid""]}}]}"	9606	protein	9606	protein
Q13563	P48995	PKD2	TRPC1	1	1	0	1	1	0	HINT;HPRD;IntAct;Lit-BM-17;TRIP	HINT:10097141;HINT:25114176;HPRD:10097141;IntAct:10097141;IntAct:25114176;Lit-BM-17:10097141;TRIP:10097141;TRIP:14530267;TRIP:18323855;TRIP:19193631;TRIP:19850920;TRIP:20682256;TRIP:25114176	True	False	False	False	False	False	False	False	False	False	False						post_translational	13	"{""TRIP_method"":[""Co-immunofluorescence staining"",""Fluorescence resonance energy transfer"",""Atomic force microscopy(AFM) analysis"",""Co-immunoprecipitation"",""Fusion protein-pull down assay"",""Yeast two-hybrid"",""Patch clamp""]}"	"{""id_a"":""Q13563"",""id_b"":""P48995"",""positive"":[{""resource"":""TRIP"",""references"":[""20682256"",""25114176"",""10097141"",""19850920"",""18323855"",""19193631"",""14530267""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunofluorescence staining"",""Fluorescence resonance energy transfer"",""Atomic force microscopy(AFM) analysis"",""Co-immunoprecipitation"",""Fusion protein-pull down assay"",""Yeast two-hybrid"",""Patch clamp""]}}],""negative"":[],""directed"":[],""undirected"":[{""resource"":""IntAct"",""references"":[""25114176"",""10097141""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""two hybrid"",""pull down"",""anti bait coimmunoprecipitation"",""anti tag coimmunoprecipitation"",""confocal microscopy""]}},{""resource"":""Lit-BM-17"",""references"":[""10097141""],""dataset"":""omnipath"",""via"":null,""attrs"":{""mentha_score"":0.623}},{""resource"":""HINT"",""references"":[""25114176"",""10097141""],""dataset"":""omnipath"",""via"":null,""attrs"":{""hint_quality"":[""LC"",""HT""]}},{""resource"":""HPRD"",""references"":[""10097141""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vitro"",""in vivo"",""yeast 2-hybrid""]}}]}"	9606	protein	9606	protein
P48995	Q9HBA0	TRPC1	TRPV4	1	1	0	1	1	0	TRIP	TRIP:20093626;TRIP:20705915;TRIP:21871867;TRIP:25114176;TRIP:25139746	True	False	False	False	False	False	False	False	False	False	False						post_translational	5	"{""TRIP_method"":[""Co-immunofluorescence staining"",""Fluorescence resonance energy transfer"",""Calcium measurement"",""Co-immunoprecipitation"",""Cell surface biotinylation"",""Patch clamp""]}"	"{""id_a"":""P48995"",""id_b"":""Q9HBA0"",""positive"":[{""resource"":""TRIP"",""references"":[""25114176"",""20093626"",""25139746"",""20705915"",""21871867""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunofluorescence staining"",""Fluorescence resonance energy transfer"",""Calcium measurement"",""Co-immunoprecipitation"",""Cell surface biotinylation"",""Patch clamp""]}}],""negative"":[],""directed"":[],""undirected"":[]}"	9606	protein	9606	protein
