source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	sources	references	omnipath	kinaseextra	ligrecextra	pathwayextra	mirnatarget	dorothea	collectri	tf_target	lncrna_mrna	tf_mirna	small_molecule	dorothea_curated	dorothea_chipseq	dorothea_tfbs	dorothea_coexp	dorothea_level	type	curation_effort	extra_attrs	evidences	ncbi_tax_id_source	entity_type_source	ncbi_tax_id_target	entity_type_target
O94916	P53794	NFAT5	SLC5A3	1	1	0	1	1	0	SPIKE;SPIKE_LC	SPIKE:15522988;SPIKE_LC:15522988	True	False	False	True	False	False	False	False	False	False	False						post_translational	2	"{""SPIKE_effect"":""1"",""SPIKE_mechanism"":""Transcription Regulation"",""SPIKE_LC_effect"":""1"",""SPIKE_LC_mechanism"":""Transcription Regulation""}"	"{""id_a"":""O94916"",""id_b"":""P53794"",""positive"":[{""resource"":""SPIKE"",""references"":[""15522988""],""dataset"":""omnipath"",""via"":null,""attrs"":{""effect"":""1"",""mechanism"":""Transcription Regulation""}},{""resource"":""SPIKE_LC"",""references"":[""15522988""],""dataset"":""pathwayextra"",""via"":null,""attrs"":{""effect"":""1"",""mechanism"":""Transcription Regulation""}}],""negative"":[],""directed"":[],""undirected"":[]}"	9606	protein	9606	protein
O15111	P19838	CHUK	NFKB1	1	1	1	1	0	1	CancerCellMap;Cui2007;HINT;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;IntAct;KEA;KEGG;MIMP;Macrophage;NetPath;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SPIKE_LC;Sparser_ProtMapper;Wang;hprd_ProtMapper;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP	CancerCellMap:10469655;CancerCellMap:12482991;CancerCellMap:14743216;HINT:11297557;HINT:11976329;HINT:12482991;HINT:14743216;HINT:35271311;HPRD-phos:10469655;HPRD-phos:11158290;HPRD:11976329;InnateDB:10469655;IntAct:11297557;IntAct:12482991;KEA:10469655;KEA:11158290;KEA:11976329;KEA:12482991;Macrophage:15489227;Macrophage:15494311;Macrophage:16382138;NetPath:14743216;PhosphoSite:12482991;ProtMapper:10469655;ProtMapper:11246025;ProtMapper:11297557;ProtMapper:11976329;ProtMapper:27554194;SIGNOR:10469655;SIGNOR:11297557;SPIKE:12482991;SPIKE:14743216;SPIKE:16713569;SPIKE:19442713;SPIKE_LC:12482991;SPIKE_LC:14743216;SPIKE_LC:16713569;SPIKE_LC:19442713;phosphoELM:10469655;phosphoELM:11158290;phosphoELM:12482991	True	True	False	True	False	False	False	False	False	False	False						post_translational	41	"{""SPIKE_effect"":[""2"",""1""],""SPIKE_mechanism"":""Phosphorylation"",""Macrophage_type"":[""Phosphorylation""],""Macrophage_location"":[""cytoplasm"",""nucleus""],""SIGNOR_mechanism"":[""Phosphorylation"",""phosphorylation""],""PhosphoSite_evidence"":[""MA"",""AB"",""WB""],""HPRD-phos_mechanism"":""Phosphorylation"",""SPIKE_LC_effect"":[""2"",""1""],""SPIKE_LC_mechanism"":""Phosphorylation"",""PhosphoPoint_category"":""Category 4""}"	"{""id_a"":""O15111"",""id_b"":""P19838"",""positive"":[{""resource"":""SPIKE"",""references"":[""19442713""],""dataset"":""omnipath"",""via"":null,""attrs"":{""effect"":""1"",""mechanism"":""Phosphorylation""}},{""resource"":""KEGG"",""references"":[],""dataset"":""pathwayextra"",""via"":null,""attrs"":{}},{""resource"":""Wang"",""references"":[],""dataset"":""pathwayextra"",""via"":null,""attrs"":{}},{""resource"":""Cui2007"",""references"":[],""dataset"":""pathwayextra"",""via"":null,""attrs"":{}},{""resource"":""SPIKE_LC"",""references"":[""19442713""],""dataset"":""pathwayextra"",""via"":null,""attrs"":{""effect"":""1"",""mechanism"":""Phosphorylation""}}],""negative"":[{""resource"":""SPIKE"",""references"":[""12482991""],""dataset"":""omnipath"",""via"":null,""attrs"":{""effect"":""2"",""mechanism"":""Phosphorylation""}},{""resource"":""SIGNOR"",""references"":[""10469655"",""11297557""],""dataset"":""omnipath"",""via"":null,""attrs"":{""mechanism"":[""Phosphorylation"",""phosphorylation""]}},{""resource"":""SPIKE_LC"",""references"":[""12482991""],""dataset"":""pathwayextra"",""via"":null,""attrs"":{""effect"":""2"",""mechanism"":""Phosphorylation""}}],""directed"":[{""resource"":""Macrophage"",""references"":[""16382138"",""15494311"",""15489227""],""dataset"":""omnipath"",""via"":null,""attrs"":{""type"":[""Phosphorylation""],""location"":[""cytoplasm"",""nucleus""]}},{""resource"":""PhosphoSite"",""references"":[""12482991""],""dataset"":""omnipath"",""via"":null,""attrs"":{""evidence"":[""MA"",""AB"",""WB""]}},{""resource"":""phosphoELM"",""references"":[""12482991"",""11158290"",""10469655""],""dataset"":""omnipath"",""via"":null,""attrs"":{}},{""resource"":""HPRD-phos"",""references"":[""10469655"",""11158290""],""dataset"":""omnipath"",""via"":null,""attrs"":{""mechanism"":""Phosphorylation""}},{""resource"":""HPRD"",""references"":[],""dataset"":""omnipath"",""via"":""KEA"",""attrs"":{}},{""resource"":""KEA"",""references"":[""12482991"",""11158290"",""11976329"",""10469655""],""dataset"":""omnipath"",""via"":null,""attrs"":{}},{""resource"":""PhosphoSite"",""references"":[],""dataset"":""omnipath"",""via"":""KEA"",""attrs"":{}},{""resource"":""phosphoELM"",""references"":[],""dataset"":""omnipath"",""via"":""KEA"",""attrs"":{}},{""resource"":""iPTMnet"",""references"":[],""dataset"":""kinaseextra"",""via"":null,""attrs"":{}},{""resource"":""PhosphoPoint"",""references"":[],""dataset"":""kinaseextra"",""via"":null,""attrs"":{""category"":""Category 4""}},{""resource"":""HPRD"",""references"":[],""dataset"":""kinaseextra"",""via"":""MIMP"",""attrs"":{}},{""resource"":""phosphoELM"",""references"":[],""dataset"":""kinaseextra"",""via"":""MIMP"",""attrs"":{}},{""resource"":""PhosphoSite"",""references"":[],""dataset"":""kinaseextra"",""via"":""MIMP"",""attrs"":{}},{""resource"":""MIMP"",""references"":[],""dataset"":""kinaseextra"",""via"":null,""attrs"":{}},{""resource"":""PhosphoSite"",""references"":[],""dataset"":""kinaseextra"",""via"":""ProtMapper"",""attrs"":{}},{""resource"":""REACH"",""references"":[],""dataset"":""kinaseextra"",""via"":""ProtMapper"",""attrs"":{}},{""resource"":""hprd"",""references"":[],""dataset"":""kinaseextra"",""via"":""ProtMapper"",""attrs"":{}},{""resource"":""SIGNOR"",""references"":[],""dataset"":""kinaseextra"",""via"":""ProtMapper"",""attrs"":{}},{""resource"":""ProtMapper"",""references"":[""10469655"",""27554194"",""11246025"",""11976329"",""11297557""],""dataset"":""kinaseextra"",""via"":null,""attrs"":{}},{""resource"":""Sparser"",""references"":[],""dataset"":""kinaseextra"",""via"":""ProtMapper"",""attrs"":{}}],""undirected"":[{""resource"":""SPIKE"",""references"":[""16713569"",""14743216""],""dataset"":""omnipath"",""via"":null,""attrs"":{""effect"":"""",""mechanism"":""""}},{""resource"":""CancerCellMap"",""references"":[""12482991"",""10469655"",""14743216""],""dataset"":""omnipath"",""via"":null,""attrs"":{}},{""resource"":""NetPath"",""references"":[""14743216""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vivo""],""type"":[""physical interaction""],""pathway"":[""Tumor necrosis factor (TNF) alpha""]}},{""resource"":""InnateDB"",""references"":[""10469655""],""dataset"":""omnipath"",""via"":null,""attrs"":{}},{""resource"":""IntAct"",""references"":[""12482991"",""11297557""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""protein kinase assay""]}},{""resource"":""HINT"",""references"":[""14743216"",""35271311"",""11976329"",""11297557"",""12482991""],""dataset"":""omnipath"",""via"":null,""attrs"":{""hint_quality"":[""LC"",""HT""]}},{""resource"":""HPRD"",""references"":[""11976329""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vitro"",""in vivo""]}},{""resource"":""Cui2007"",""references"":[],""dataset"":""pathwayextra"",""via"":null,""attrs"":{}},{""resource"":""SPIKE_LC"",""references"":[""16713569"",""14743216""],""dataset"":""pathwayextra"",""via"":null,""attrs"":{""effect"":"""",""mechanism"":""""}}]}"	9606	protein	9606	protein
P19838	O15111	NFKB1	CHUK	1	1	0	0	0	0	CancerCellMap;Cui2007;HINT;HPRD;InnateDB;IntAct;NetPath;SPIKE;SPIKE_LC;Wang	CancerCellMap:10469655;CancerCellMap:12482991;CancerCellMap:14743216;HINT:11297557;HINT:11976329;HINT:12482991;HINT:14743216;HINT:35271311;HPRD:11976329;InnateDB:10469655;IntAct:11297557;IntAct:12482991;NetPath:14743216;SPIKE:14743216;SPIKE:16713569;SPIKE_LC:14743216;SPIKE_LC:16713569	False	False	False	True	False	False	False	False	False	False	False						post_translational	17	"{""SPIKE_LC_effect"":""1"",""SPIKE_LC_mechanism"":""Other""}"	"{""id_a"":""P19838"",""id_b"":""O15111"",""positive"":[{""resource"":""Wang"",""references"":[],""dataset"":""pathwayextra"",""via"":null,""attrs"":{}},{""resource"":""SPIKE_LC"",""references"":[],""dataset"":""pathwayextra"",""via"":null,""attrs"":{""effect"":""1"",""mechanism"":""Other""}}],""negative"":[],""directed"":[],""undirected"":[{""resource"":""SPIKE"",""references"":[""16713569"",""14743216""],""dataset"":""omnipath"",""via"":null,""attrs"":{""effect"":"""",""mechanism"":""""}},{""resource"":""CancerCellMap"",""references"":[""12482991"",""10469655"",""14743216""],""dataset"":""omnipath"",""via"":null,""attrs"":{}},{""resource"":""NetPath"",""references"":[""14743216""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vivo""],""type"":[""physical interaction""],""pathway"":[""Tumor necrosis factor (TNF) alpha""]}},{""resource"":""InnateDB"",""references"":[""10469655""],""dataset"":""omnipath"",""via"":null,""attrs"":{}},{""resource"":""IntAct"",""references"":[""12482991"",""11297557""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""protein kinase assay""]}},{""resource"":""HINT"",""references"":[""14743216"",""35271311"",""11976329"",""11297557"",""12482991""],""dataset"":""omnipath"",""via"":null,""attrs"":{""hint_quality"":[""LC"",""HT""]}},{""resource"":""HPRD"",""references"":[""11976329""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vitro"",""in vivo""]}},{""resource"":""Cui2007"",""references"":[],""dataset"":""pathwayextra"",""via"":null,""attrs"":{}},{""resource"":""SPIKE_LC"",""references"":[""16713569"",""14743216""],""dataset"":""pathwayextra"",""via"":null,""attrs"":{""effect"":"""",""mechanism"":""""}}]}"	9606	protein	9606	protein
P27986	P31749	PIK3R1	AKT1	1	1	0	1	1	0	HPRD;NetPath;PhosphoSite_ProtMapper;ProtMapper;SPIKE;SPIKE_LC;Wang	HPRD:10527852;NetPath:16799564;SPIKE:19442713;SPIKE_LC:19442713	True	True	False	True	False	False	False	False	False	False	False						post_translational	4	"{""SPIKE_effect"":""1"",""SPIKE_mechanism"":""N/A"",""SPIKE_LC_effect"":""1"",""SPIKE_LC_mechanism"":""N/A""}"	"{""id_a"":""P27986"",""id_b"":""P31749"",""positive"":[{""resource"":""SPIKE"",""references"":[""19442713""],""dataset"":""omnipath"",""via"":null,""attrs"":{""effect"":""1"",""mechanism"":""N/A""}},{""resource"":""Wang"",""references"":[],""dataset"":""pathwayextra"",""via"":null,""attrs"":{}},{""resource"":""SPIKE_LC"",""references"":[""19442713""],""dataset"":""pathwayextra"",""via"":null,""attrs"":{""effect"":""1"",""mechanism"":""N/A""}}],""negative"":[],""directed"":[{""resource"":""PhosphoSite"",""references"":[],""dataset"":""kinaseextra"",""via"":""ProtMapper"",""attrs"":{}},{""resource"":""ProtMapper"",""references"":[],""dataset"":""kinaseextra"",""via"":null,""attrs"":{}}],""undirected"":[{""resource"":""NetPath"",""references"":[""16799564""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vivo""],""type"":[""physical interaction""],""pathway"":[""Notch""]}},{""resource"":""HPRD"",""references"":[""10527852""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vitro""]}},{""resource"":""Wang"",""references"":[],""dataset"":""pathwayextra"",""via"":null,""attrs"":{}}]}"	9606	protein	9606	protein
P31749	P27986	AKT1	PIK3R1	1	0	0	0	0	0	HPRD;NetPath;PhosphoPoint;Wang	HPRD:10527852;NetPath:16799564	False	True	False	False	False	False	False	False	False	False	False						post_translational	2	"{""PhosphoPoint_category"":""Category 2""}"	"{""id_a"":""P31749"",""id_b"":""P27986"",""positive"":[],""negative"":[],""directed"":[{""resource"":""PhosphoPoint"",""references"":[],""dataset"":""kinaseextra"",""via"":null,""attrs"":{""category"":""Category 2""}}],""undirected"":[{""resource"":""NetPath"",""references"":[""16799564""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vivo""],""type"":[""physical interaction""],""pathway"":[""Notch""]}},{""resource"":""HPRD"",""references"":[""10527852""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vitro""]}},{""resource"":""Wang"",""references"":[],""dataset"":""pathwayextra"",""via"":null,""attrs"":{}}]}"	9606	protein	9606	protein
Q6P1J9	Q9UKF6	CDC73	CPSF3	1	1	0	1	1	0	SPIKE;SPIKE_LC	SPIKE:19136632;SPIKE_LC:19136632	True	False	False	True	False	False	False	False	False	False	False						post_translational	2	"{""SPIKE_effect"":""1"",""SPIKE_mechanism"":""Physical Interaction"",""SPIKE_LC_effect"":""1"",""SPIKE_LC_mechanism"":""Physical Interaction""}"	"{""id_a"":""Q6P1J9"",""id_b"":""Q9UKF6"",""positive"":[{""resource"":""SPIKE"",""references"":[""19136632""],""dataset"":""omnipath"",""via"":null,""attrs"":{""effect"":""1"",""mechanism"":""Physical Interaction""}},{""resource"":""SPIKE_LC"",""references"":[""19136632""],""dataset"":""pathwayextra"",""via"":null,""attrs"":{""effect"":""1"",""mechanism"":""Physical Interaction""}}],""negative"":[],""directed"":[],""undirected"":[]}"	9606	protein	9606	protein
P16220	Q00534	CREB1	CDK6	1	1	0	1	1	0	SPIKE;SPIKE_LC	SPIKE:20864035;SPIKE_LC:20864035	True	False	False	True	False	False	False	False	False	False	False						post_translational	2	"{""SPIKE_effect"":""1"",""SPIKE_mechanism"":""Transcription Regulation"",""SPIKE_LC_effect"":""1"",""SPIKE_LC_mechanism"":""Transcription Regulation""}"	"{""id_a"":""P16220"",""id_b"":""Q00534"",""positive"":[{""resource"":""SPIKE"",""references"":[""20864035""],""dataset"":""omnipath"",""via"":null,""attrs"":{""effect"":""1"",""mechanism"":""Transcription Regulation""}},{""resource"":""SPIKE_LC"",""references"":[""20864035""],""dataset"":""pathwayextra"",""via"":null,""attrs"":{""effect"":""1"",""mechanism"":""Transcription Regulation""}}],""negative"":[],""directed"":[],""undirected"":[]}"	9606	protein	9606	protein
Q92797	Q05048	SYMPK	CSTF1	1	1	0	1	1	0	SPIKE;SPIKE_LC	SPIKE:10669729;SPIKE_LC:10669729	True	False	False	True	False	False	False	False	False	False	False						post_translational	2	"{""SPIKE_effect"":""1"",""SPIKE_mechanism"":""Physical Interaction"",""SPIKE_LC_effect"":""1"",""SPIKE_LC_mechanism"":""Physical Interaction""}"	"{""id_a"":""Q92797"",""id_b"":""Q05048"",""positive"":[{""resource"":""SPIKE"",""references"":[""10669729""],""dataset"":""omnipath"",""via"":null,""attrs"":{""effect"":""1"",""mechanism"":""Physical Interaction""}},{""resource"":""SPIKE_LC"",""references"":[""10669729""],""dataset"":""pathwayextra"",""via"":null,""attrs"":{""effect"":""1"",""mechanism"":""Physical Interaction""}}],""negative"":[],""directed"":[],""undirected"":[]}"	9606	protein	9606	protein
P06493	P31350	CDK1	RRM2	1	1	1	1	1	0	HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SPIKE_LC;Sparser_ProtMapper;hprd_ProtMapper;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP	HPRD-phos:17924679;HPRD-phos:18669648;HPRD-phos:18767875;HPRD-phos:19413330;HPRD-phos:19415658;HPRD-phos:19664995;HPRD-phos:20058876;HPRD-phos:9990288;HPRD:9990288;KEA:16964243;KEA:9990288;PhosphoSite:17693683;ProtMapper:17924679;ProtMapper:18669648;ProtMapper:18767875;ProtMapper:19413330;ProtMapper:19415658;ProtMapper:19664995;ProtMapper:20058876;ProtMapper:22632967;ProtMapper:35021095;ProtMapper:9990288;SIGNOR:22632967;SIGNOR:9990288;SPIKE:9990288;SPIKE_LC:9990288;phosphoELM:9990288	True	True	False	True	False	False	False	False	False	False	False						post_translational	27	"{""SPIKE_effect"":""1"",""SPIKE_mechanism"":""Phosphorylation"",""SIGNOR_mechanism"":[""phosphorylation""],""PhosphoSite_evidence"":[""MS"",""MA"",""WB""],""HPRD-phos_mechanism"":""Phosphorylation"",""SPIKE_LC_effect"":""1"",""SPIKE_LC_mechanism"":""Phosphorylation"",""PhosphoPoint_category"":""Category 4""}"	"{""id_a"":""P06493"",""id_b"":""P31350"",""positive"":[{""resource"":""SPIKE"",""references"":[""9990288""],""dataset"":""omnipath"",""via"":null,""attrs"":{""effect"":""1"",""mechanism"":""Phosphorylation""}},{""resource"":""SPIKE_LC"",""references"":[""9990288""],""dataset"":""pathwayextra"",""via"":null,""attrs"":{""effect"":""1"",""mechanism"":""Phosphorylation""}}],""negative"":[{""resource"":""SIGNOR"",""references"":[""22632967""],""dataset"":""omnipath"",""via"":null,""attrs"":{""mechanism"":[""phosphorylation""]}}],""directed"":[{""resource"":""PhosphoSite"",""references"":[""17693683""],""dataset"":""omnipath"",""via"":null,""attrs"":{""evidence"":[""MS"",""MA"",""WB""]}},{""resource"":""phosphoELM"",""references"":[""9990288""],""dataset"":""omnipath"",""via"":null,""attrs"":{}},{""resource"":""HPRD-phos"",""references"":[""17924679"",""9990288"",""19415658"",""19413330"",""18767875"",""18669648"",""19664995"",""20058876""],""dataset"":""omnipath"",""via"":null,""attrs"":{""mechanism"":""Phosphorylation""}},{""resource"":""phosphoELM"",""references"":[],""dataset"":""omnipath"",""via"":""KEA"",""attrs"":{}},{""resource"":""KEA"",""references"":[""16964243"",""9990288""],""dataset"":""omnipath"",""via"":null,""attrs"":{}},{""resource"":""HPRD"",""references"":[],""dataset"":""omnipath"",""via"":""KEA"",""attrs"":{}},{""resource"":""PhosphoSite"",""references"":[],""dataset"":""omnipath"",""via"":""KEA"",""attrs"":{}},{""resource"":""iPTMnet"",""references"":[],""dataset"":""kinaseextra"",""via"":null,""attrs"":{}},{""resource"":""PhosphoPoint"",""references"":[],""dataset"":""kinaseextra"",""via"":null,""attrs"":{""category"":""Category 4""}},{""resource"":""HPRD"",""references"":[],""dataset"":""kinaseextra"",""via"":""MIMP"",""attrs"":{}},{""resource"":""phosphoELM"",""references"":[],""dataset"":""kinaseextra"",""via"":""MIMP"",""attrs"":{}},{""resource"":""PhosphoSite"",""references"":[],""dataset"":""kinaseextra"",""via"":""MIMP"",""attrs"":{}},{""resource"":""MIMP"",""references"":[],""dataset"":""kinaseextra"",""via"":null,""attrs"":{}},{""resource"":""PhosphoSite"",""references"":[],""dataset"":""kinaseextra"",""via"":""ProtMapper"",""attrs"":{}},{""resource"":""SIGNOR"",""references"":[],""dataset"":""kinaseextra"",""via"":""ProtMapper"",""attrs"":{}},{""resource"":""hprd"",""references"":[],""dataset"":""kinaseextra"",""via"":""ProtMapper"",""attrs"":{}},{""resource"":""ProtMapper"",""references"":[""17924679"",""22632967"",""9990288"",""19415658"",""19413330"",""35021095"",""18767875"",""18669648"",""19664995"",""20058876""],""dataset"":""kinaseextra"",""via"":null,""attrs"":{}},{""resource"":""Sparser"",""references"":[],""dataset"":""kinaseextra"",""via"":""ProtMapper"",""attrs"":{}}],""undirected"":[{""resource"":""SIGNOR"",""references"":[""9990288""],""dataset"":""omnipath"",""via"":null,""attrs"":{""mechanism"":[""Phosphorylation"",""phosphorylation""]}},{""resource"":""HPRD"",""references"":[""9990288""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vitro""]}}]}"	9606	protein	9606	protein
Q13315	P33992	ATM	MCM5	1	0	0	0	0	0	SPIKE;SPIKE_LC	SPIKE:17525332;SPIKE:20068231;SPIKE_LC:17525332;SPIKE_LC:20068231	True	False	False	True	False	False	False	False	False	False	False						post_translational	4	"{""SPIKE_effect"":""3"",""SPIKE_mechanism"":""Phosphorylation"",""SPIKE_LC_effect"":""3"",""SPIKE_LC_mechanism"":""Phosphorylation""}"	"{""id_a"":""Q13315"",""id_b"":""P33992"",""positive"":[],""negative"":[],""directed"":[{""resource"":""SPIKE"",""references"":[""20068231"",""17525332""],""dataset"":""omnipath"",""via"":null,""attrs"":{""effect"":""3"",""mechanism"":""Phosphorylation""}},{""resource"":""SPIKE_LC"",""references"":[""20068231"",""17525332""],""dataset"":""pathwayextra"",""via"":null,""attrs"":{""effect"":""3"",""mechanism"":""Phosphorylation""}}],""undirected"":[]}"	9606	protein	9606	protein
Q13315	Q14566	ATM	MCM6	1	0	0	0	0	0	SPIKE;SPIKE_LC	SPIKE:17525332;SPIKE:20068231;SPIKE_LC:17525332;SPIKE_LC:20068231	True	False	False	True	False	False	False	False	False	False	False						post_translational	4	"{""SPIKE_effect"":""3"",""SPIKE_mechanism"":""Phosphorylation"",""SPIKE_LC_effect"":""3"",""SPIKE_LC_mechanism"":""Phosphorylation""}"	"{""id_a"":""Q13315"",""id_b"":""Q14566"",""positive"":[],""negative"":[],""directed"":[{""resource"":""SPIKE"",""references"":[""20068231"",""17525332""],""dataset"":""omnipath"",""via"":null,""attrs"":{""effect"":""3"",""mechanism"":""Phosphorylation""}},{""resource"":""SPIKE_LC"",""references"":[""20068231"",""17525332""],""dataset"":""pathwayextra"",""via"":null,""attrs"":{""effect"":""3"",""mechanism"":""Phosphorylation""}}],""undirected"":[]}"	9606	protein	9606	protein
P42574	Q9UKV3	CASP3	ACIN1	1	1	0	1	1	0	Cui2007;HPRD;ProtMapper;REACH_ProtMapper;SIGNOR;SPIKE;SPIKE_LC;Wang	HPRD:10490026;ProtMapper:21904669;SIGNOR:10490026;SPIKE:10490026;SPIKE_LC:10490026	True	True	False	True	False	False	False	False	False	False	False						post_translational	5	"{""SPIKE_effect"":""1"",""SPIKE_mechanism"":""Proteolytic Processing"",""SIGNOR_mechanism"":[""Proteolytic Processing"",""cleavage""],""SPIKE_LC_effect"":""1"",""SPIKE_LC_mechanism"":""Proteolytic Processing""}"	"{""id_a"":""P42574"",""id_b"":""Q9UKV3"",""positive"":[{""resource"":""SPIKE"",""references"":[""10490026""],""dataset"":""omnipath"",""via"":null,""attrs"":{""effect"":""1"",""mechanism"":""Proteolytic Processing""}},{""resource"":""SIGNOR"",""references"":[""10490026""],""dataset"":""omnipath"",""via"":null,""attrs"":{""mechanism"":[""Proteolytic Processing"",""cleavage""]}},{""resource"":""Wang"",""references"":[],""dataset"":""pathwayextra"",""via"":null,""attrs"":{}},{""resource"":""Cui2007"",""references"":[],""dataset"":""pathwayextra"",""via"":null,""attrs"":{}},{""resource"":""SPIKE_LC"",""references"":[""10490026""],""dataset"":""pathwayextra"",""via"":null,""attrs"":{""effect"":""1"",""mechanism"":""Proteolytic Processing""}}],""negative"":[],""directed"":[{""resource"":""REACH"",""references"":[],""dataset"":""kinaseextra"",""via"":""ProtMapper"",""attrs"":{}},{""resource"":""ProtMapper"",""references"":[""21904669""],""dataset"":""kinaseextra"",""via"":null,""attrs"":{}}],""undirected"":[{""resource"":""HPRD"",""references"":[""10490026""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vitro"",""in vivo""]}}]}"	9606	protein	9606	protein
P06493	P38936	CDK1	CDKN1A	1	0	0	0	0	0	HINT;HPRD;IntAct;Lit-BM-17;PhosphoPoint;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper	HINT:23543736;HINT:24218572;HINT:26496610;HINT:30833792;HINT:32707033;HINT:33961781;HINT:9467962;HPRD:9467962;IntAct:23543736;IntAct:24218572;Lit-BM-17:17679094;Lit-BM-17:21308745;Lit-BM-17:23602568;Lit-BM-17:24218572;Lit-BM-17:26186194;Lit-BM-17:26496610;ProtMapper:27384476	False	True	False	False	False	False	False	False	False	False	False						post_translational	17	"{""PhosphoPoint_category"":""Category 2""}"	"{""id_a"":""P06493"",""id_b"":""P38936"",""positive"":[],""negative"":[],""directed"":[{""resource"":""PhosphoPoint"",""references"":[],""dataset"":""kinaseextra"",""via"":null,""attrs"":{""category"":""Category 2""}},{""resource"":""RLIMS-P"",""references"":[],""dataset"":""kinaseextra"",""via"":""ProtMapper"",""attrs"":{}},{""resource"":""PhosphoSite"",""references"":[],""dataset"":""kinaseextra"",""via"":""ProtMapper"",""attrs"":{}},{""resource"":""REACH"",""references"":[],""dataset"":""kinaseextra"",""via"":""ProtMapper"",""attrs"":{}},{""resource"":""ProtMapper"",""references"":[""27384476""],""dataset"":""kinaseextra"",""via"":null,""attrs"":{}}],""undirected"":[{""resource"":""IntAct"",""references"":[""24218572"",""23543736""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""lexa b52 complementation"",""anti tag coimmunoprecipitation""]}},{""resource"":""Lit-BM-17"",""references"":[""23602568"",""17679094"",""21308745"",""24218572"",""26496610"",""26186194""],""dataset"":""omnipath"",""via"":null,""attrs"":{""mentha_score"":0.712}},{""resource"":""HINT"",""references"":[""23543736"",""9467962"",""33961781"",""24218572"",""26496610"",""32707033"",""30833792""],""dataset"":""omnipath"",""via"":null,""attrs"":{""hint_quality"":[""LC"",""HT""]}},{""resource"":""HPRD"",""references"":[""9467962""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vivo""]}}]}"	9606	protein	9606	protein
